FileName,label,specObjID,ra,dec,snMedian_g,class,subclass,resource,paper,type,cluster_name
spec-1882-53262-0198,BSS,2118998105230698496,357.1129,39.34294,49.97866,STAR,A0,SDSS,Xxx,field,None
spec-1882-53262-0556,BSS,2119096511521384448,357.9998,39.60517,37.94382,STAR,A0,SDSS,Xxx,field,None
spec-1882-53262-0585,BSS,2119104482980685824,358.1128,39.92086,42.82843,STAR,A0,SDSS,Xxx,field,None
spec-1883-53271-0095,BSS,2120095692864120832,357.7967,38.07127,11.51978,STAR,A0,SDSS,Xxx,field,None
spec-1883-53271-0104,BSS,2120098166765283328,358.351,38.71839,10.74506,STAR,A0,SDSS,Xxx,field,None
spec-1883-53271-0469,BSS,2120198497201317888,356.7705,39.76189,23.05546,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0173,BSS,2121243032526284800,355.7715,43.02764,34.4982,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0200,BSS,2121250454229772288,355.56,42.73409,28.11738,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0224,BSS,2121257051299538944,355.1053,42.69585,20.61627,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0236,BSS,2121260349834422272,355.2775,42.37698,28.15627,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0263,BSS,2121267771537909760,354.6601,43.112,28.18681,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0289,BSS,2121274918363490304,354.7721,42.0462,32.17159,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0321,BSS,2121283714456512512,354.8572,43.96867,50.70639,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0353,BSS,2121292510549534720,354.2839,43.49577,48.31939,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0420,BSS,2121310927369299968,355.3793,44.10436,29.19173,STAR,A0,SDSS,Xxx,field,None
spec-1884-53228-0613,BSS,2121363978805340160,356.8562,44.16571,49.78907,STAR,A0,SDSS,Xxx,field,None
spec-1885-53230-0065,BSS,2122339245652731904,357.248,42.67479,15.84937,STAR,A0,SDSS,Xxx,field,None
spec-1885-53230-0242,BSS,2122387899042260992,355.3099,41.81578,17.6223,STAR,A0,SDSS,Xxx,field,None
spec-1885-53230-0260,BSS,2122392846844585984,355.0616,42.01751,6.401773,STAR,A0,SDSS,Xxx,field,None
spec-1885-53230-0509,BSS,2122461291443415040,355.9426,43.69182,24.61621,STAR,A0,SDSS,Xxx,field,None
spec-1885-53230-0615,BSS,2122490428501551104,357.0666,44.14826,8.717701,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0076,BSS,2123468169333991424,356.0333,45.57432,45.54648,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0105,BSS,2123476140793292800,355.8476,45.89509,49.22569,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0114,BSS,2123478614694455296,355.5201,45.80442,26.33827,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0199,BSS,2123501979316545536,354.2777,45.86278,30.79569,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0295,BSS,2123528367595612160,353.5485,44.99536,45.52918,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0380,BSS,2123551732217702400,354.1123,46.92211,45.0251,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0403,BSS,2123558054409562112,354.3097,47.19513,35.35867,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0583,BSS,2123607532432812032,355.9626,46.71659,51.73349,STAR,A0,SDSS,Xxx,field,None
spec-1886-53237-0630,BSS,2123620451694438400,356.2264,46.34668,43.3123,STAR,A0,SDSS,Xxx,field,None
spec-1887-53239-0292,BSS,2124653442902288384,353.6632,45.23843,8.655314,STAR,A0,SDSS,Xxx,field,None
spec-1887-53239-0472,BSS,2124702920925538304,354.1439,46.59457,16.57193,STAR,A0,SDSS,Xxx,field,None
spec-1887-53239-0610,BSS,2124740854076696576,355.6892,47.16827,18.58442,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0048,BSS,2125712272599836672,354.0208,47.56445,29.39193,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0121,BSS,2125732338687043584,353.5475,48.08026,53.55074,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0137,BSS,2125736736733554688,353.5686,47.58279,38.35774,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0293,BSS,2125779617687037952,351.7086,48.35577,26.31928,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0315,BSS,2125785665000990720,351.6916,48.75985,53.23906,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0344,BSS,2125793636460292096,351.4226,49.46654,47.1357,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0354,BSS,2125796385239361536,351.4021,49.15641,25.64742,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0392,BSS,2125806830599825408,352.0483,49.16971,25.26418,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0419,BSS,2125814252303312896,353.0692,49.80145,50.76673,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0484,BSS,2125832119367264256,353.5819,49.20831,51.37875,STAR,A0,SDSS,Xxx,field,None
spec-1888-53239-0626,BSS,2125871152030050304,355.0424,49.69059,41.28868,STAR,A0,SDSS,Xxx,field,None
spec-1890-53237-0087,BSS,2127974792618338304,318.9148,9.458562,46.03931,STAR,A0,SDSS,Xxx,field,None
spec-1890-53237-0137,BSS,2127988536513685504,318.8089,9.754553,45.16967,STAR,A0,SDSS,Xxx,field,None
spec-1890-53237-0480,BSS,2128082819635767296,318.5227,10.89966,22.63015,STAR,A0,SDSS,Xxx,field,None
spec-1890-53237-0486,BSS,2128084468903208960,318.8079,10.75928,34.65998,STAR,A0,SDSS,Xxx,field,None
spec-1890-53237-0502,BSS,2128088866949720064,319.0622,11.03115,26.83562,STAR,A0,SDSS,Xxx,field,None
spec-1891-53238-0070,BSS,2129096019617540096,319.9228,10.13031,21.63068,STAR,A0,SDSS,Xxx,field,None
spec-1891-53238-0372,BSS,2129179032745437184,318.1858,11.28762,16.66097,STAR,A0,SDSS,Xxx,field,None
spec-1891-53238-0451,BSS,2129200748100085760,318.8984,11.3199,26.15641,STAR,A0,SDSS,Xxx,field,None
spec-1892-53238-0146,BSS,2130242810245310464,340.5174,13.34128,53.03852,STAR,A0,SDSS,Xxx,field,None
spec-1896-53242-0035,BSS,2134715898492119040,12.5781,14.70876,54.54122,STAR,A0,SDSS,Xxx,field,None
spec-1898-53260-0360,BSS,2137057033927550976,25.28752,14.14754,30.8843,STAR,A0,SDSS,Xxx,field,None
spec-1899-53262-0377,BSS,2138187606792366080,25.90318,14.82441,14.58184,STAR,A0,SDSS,Xxx,field,None
spec-1900-53262-0448,BSS,2139333023030601728,340.8902,1.184536,30.88986,STAR,A0,SDSS,Xxx,field,None
spec-1901-53261-0546,BSS,2140485860955547648,341.4196,0.583275,17.22119,STAR,A0,SDSS,Xxx,field,None
spec-1901-53261-0573,BSS,2140493282659035136,341.4703,0.742839,6.201427,STAR,A0,SDSS,Xxx,field,None
spec-1902-53271-0494,BSS,2141597467379001344,356.0667,0.132763,36.32937,STAR,A0,SDSS,Xxx,field,None
spec-1903-53357-0066,BSS,2142605720984512512,356.962,-0.373839,10.30807,STAR,A0,SDSS,Xxx,field,None
spec-1903-53357-0141,BSS,2142626336827533312,356.2853,-0.422014,11.37151,STAR,A0,SDSS,Xxx,field,None
spec-1903-53357-0229,BSS,2142650526083344384,355.3965,-0.433637,19.71376,STAR,A0,SDSS,Xxx,field,None
spec-1903-53357-0239,BSS,2142653274862413824,355.3426,-0.051727,15.561,STAR,A0,SDSS,Xxx,field,None
spec-1903-53357-0308,BSS,2142672241437992960,354.7952,-0.276774,15.95289,STAR,A0,SDSS,Xxx,field,None
spec-1905-53706-0063,BSS,2144856702019725312,11.9371,-0.281495,31.67326,STAR,A0,SDSS,Xxx,field,None
spec-1905-53706-0378,BSS,2144943288560412672,10.56234,0.72484,10.59653,STAR,A0,SDSS,Xxx,field,None
spec-1905-53706-0409,BSS,2144951809775527936,10.57981,0.780077,15.72799,STAR,A0,SDSS,Xxx,field,None
spec-1905-53706-0417,BSS,2144954008798783488,10.83547,1.024113,24.30109,STAR,A0,SDSS,Xxx,field,None
spec-1905-53706-0492,BSS,2144974624641804288,11.02953,0.301892,11.68152,STAR,A0,SDSS,Xxx,field,None
spec-1907-53315-0123,BSS,2147124987947935744,26.00065,-1.067308,21.82751,STAR,A0,SDSS,Xxx,field,None
spec-1907-53315-0206,BSS,2147147802814212096,25.65329,-0.973832,24.07414,STAR,A0,SDSS,Xxx,field,None
spec-1907-53315-0303,BSS,2147174465971185664,24.91783,-0.562831,6.6353,STAR,A0,SDSS,Xxx,field,None
spec-1907-53315-0363,BSS,2147190958645602304,25.41477,0.915568,15.50632,STAR,A0,SDSS,Xxx,field,None
spec-1908-53239-0197,BSS,2148271227544823808,310.6678,-0.011777,22.87676,STAR,A0,SDSS,Xxx,field,None
spec-1908-53239-0207,BSS,2148273976323893248,310.5548,-1.199559,26.58759,STAR,A0,SDSS,Xxx,field,None
spec-1908-53239-0213,BSS,2148275625591334912,310.572,-0.605192,46.95763,STAR,A0,SDSS,Xxx,field,None
spec-1908-53239-0361,BSS,2148316307521562624,310.1778,0.886904,47.88812,STAR,A0,SDSS,Xxx,field,None
spec-1908-53239-0375,BSS,2148320155812259840,310.1186,0.664051,28.5488,STAR,A0,SDSS,Xxx,field,None
spec-1908-53239-0387,BSS,2148323454347143168,309.9362,0.319221,51.93142,STAR,A0,SDSS,Xxx,field,None
spec-1909-53261-0443,BSS,2149464747785873408,311.0409,1.075208,27.65272,STAR,A0,SDSS,Xxx,field,None
spec-1909-53261-0461,BSS,2149469695588198400,310.4164,0.094865,33.21778,STAR,A0,SDSS,Xxx,field,None
spec-1909-53261-0571,BSS,2149499932157962240,311.7266,1.177598,28.64806,STAR,A0,SDSS,Xxx,field,None
spec-1910-53321-0011,BSS,2150471901443549184,345.722,-10.37547,49.61685,STAR,A0,SDSS,Xxx,field,None
spec-1910-53321-0432,BSS,2150587625042372608,344.0054,-8.919566,31.0122,STAR,A0,SDSS,Xxx,field,None
spec-1910-53321-0616,BSS,2150638202577250304,345.7417,-8.635185,34.43262,STAR,A0,SDSS,Xxx,field,None
spec-1911-53295-0072,BSS,2151614568466507776,345.6786,-9.496608,10.01962,STAR,A0,SDSS,Xxx,field,None
spec-1911-53295-0116,BSS,2151626663094413312,345.2356,-9.573809,6.335144,STAR,A0,SDSS,Xxx,field,None
spec-1911-53295-0284,BSS,2151672842582779904,343.8647,-10.48478,9.115529,STAR,A0,SDSS,Xxx,field,None
spec-1911-53295-0355,BSS,2151692358914172928,343.4553,-8.780431,11.04785,STAR,A0,SDSS,Xxx,field,None
spec-1911-53295-0435,BSS,2151714349146728448,344.0248,-9.305526,27.85717,STAR,A0,SDSS,Xxx,field,None
spec-1911-53295-0599,BSS,2151759429123467264,345.482,-9.112615,17.44282,STAR,A0,SDSS,Xxx,field,None
spec-1912-53293-0474,BSS,2152850969258387456,5.609546,-9.920766,29.68581,STAR,A0,SDSS,Xxx,field,None
spec-1913-53321-0111,BSS,2153877088954771456,6.563312,-10.25725,14.78116,STAR,A0,SDSS,Xxx,field,None
spec-1913-53321-0345,BSS,2153941410384996352,4.677887,-9.510404,12.89706,STAR,A0,SDSS,Xxx,field,None
spec-1913-53321-0428,BSS,2153964225251272704,5.534102,-9.384934,41.0464,STAR,A0,SDSS,Xxx,field,None
spec-1913-53321-0574,BSS,2154004357425686528,6.745724,-9.040659,14.51105,STAR,A0,SDSS,Xxx,field,None
spec-1914-53729-0038,BSS,2154982929619511296,25.50866,-10.01345,66.70007,STAR,A0,SDSS,Xxx,field,None
spec-1915-53612-0261,BSS,2156170125336668160,23.32798,-9.986701,7.512948,STAR,A0,SDSS,Xxx,field,None
spec-1915-53612-0280,BSS,2156175348016900096,23.46581,-9.720982,8.680473,STAR,A0,SDSS,Xxx,field,None
spec-1915-53612-0381,BSS,2156203110685501440,23.42814,-9.133085,6.073088,STAR,A0,SDSS,Xxx,field,None
spec-1916-53269-0157,BSS,2157267432186603520,311.5248,-6.287895,50.61182,STAR,A0,SDSS,Xxx,field,None
spec-1916-53269-0195,BSS,2157277877547067392,311.6615,-7.028044,25.57345,STAR,A0,SDSS,Xxx,field,None
spec-1916-53269-0293,BSS,2157304815581947904,310.3911,-6.178775,46.76851,STAR,A0,SDSS,Xxx,field,None
spec-1916-53269-0362,BSS,2157323782157527040,310.6239,-5.397493,18.20433,STAR,A0,SDSS,Xxx,field,None
spec-1916-53269-0400,BSS,2157334227517990912,311.0204,-5.351973,36.75283,STAR,A0,SDSS,Xxx,field,None
spec-1916-53269-0493,BSS,2157359791163336704,311.5894,-5.797995,31.90361,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0104,BSS,2158378768396216320,312.27,-6.445274,24.40993,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0230,BSS,2158413403012491264,310.8701,-6.547115,30.01869,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0264,BSS,2158422748861327360,310.4136,-6.048285,13.54766,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0321,BSS,2158438416902023168,310.7627,-5.119838,17.42873,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0399,BSS,2158459857378764800,310.7631,-5.884899,19.52671,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0458,BSS,2158476075175274496,311.3858,-5.116206,18.46944,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0475,BSS,2158480748099692544,311.4832,-5.895931,12.80752,STAR,A0,SDSS,Xxx,field,None
spec-1917-53557-0488,BSS,2158484321512482816,311.7123,-5.926629,9.924042,STAR,A0,SDSS,Xxx,field,None
spec-1918-53240-0146,BSS,2159516207856773120,316.9774,-0.267168,35.59435,STAR,A0,SDSS,Xxx,field,None
spec-1918-53240-0160,BSS,2159520056147470336,317.0057,-0.184707,34.85324,STAR,A0,SDSS,Xxx,field,None
spec-1918-53240-0263,BSS,2159548368571885568,316.2789,-0.795707,39.23664,STAR,A0,SDSS,Xxx,field,None
spec-1918-53240-0473,BSS,2159606092932343808,317.1379,0.040026,29.3828,STAR,A0,SDSS,Xxx,field,None
spec-1918-53240-0518,BSS,2159618462438156288,316.9169,0.803496,24.52069,STAR,A0,SDSS,Xxx,field,None
spec-1918-53240-0534,BSS,2159622860484667392,317.7573,0.171878,28.24042,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0043,BSS,2160613795339200512,317.8354,-1.048554,13.89132,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0091,BSS,2160626989478733824,317.1822,-1.031855,19.11358,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0140,BSS,2160640458496174080,317.0156,-0.656785,8.48944,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0174,BSS,2160649804345010176,316.921,-0.250074,10.6358,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0186,BSS,2160653102879893504,316.4781,-0.275842,22.75497,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0410,BSS,2160714675531048960,316.7943,1.124544,12.29191,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0427,BSS,2160719348455467008,316.2413,0.572108,23.40228,STAR,A0,SDSS,Xxx,field,None
spec-1919-53240-0477,BSS,2160733092350814208,316.3753,0.212229,25.33656,STAR,A0,SDSS,Xxx,field,None
spec-1920-53314-0104,BSS,2161756464039880704,118.1727,17.74977,10.91509,STAR,A0,SDSS,Xxx,field,None
spec-1921-53317-0271,BSS,2162928268607514624,117.0343,16.71432,19.53214,STAR,A0,SDSS,Xxx,field,None
spec-1921-53317-0293,BSS,2162934315921467392,117.1422,16.11109,25.18538,STAR,A0,SDSS,Xxx,field,None
spec-1921-53317-0403,BSS,2162964552491231232,117.7736,17.86517,36.93768,STAR,A0,SDSS,Xxx,field,None
spec-1924-53330-0058,BSS,2166247419551967232,122.8535,20.49782,35.09247,STAR,A0,SDSS,Xxx,field,None
spec-1924-53330-0065,BSS,2166249343697315840,123.4277,20.71851,15.49276,STAR,A0,SDSS,Xxx,field,None
spec-1924-53330-0162,BSS,2166276006854289408,122.3604,20.74841,38.45282,STAR,A0,SDSS,Xxx,field,None
spec-1924-53330-0322,BSS,2166319987319400448,121.405,22.33288,38.41514,STAR,A0,SDSS,Xxx,field,None
spec-1925-53327-0609,BSS,2167524777135204352,124.4385,21.10406,28.39984,STAR,A0,SDSS,Xxx,field,None
spec-1927-53321-0199,BSS,2169663876906379264,125.138,21.29715,18.48083,STAR,A0,SDSS,Xxx,field,None
spec-1928-53327-0327,BSS,2170824961285974016,127.4559,25.06223,24.42751,STAR,A0,SDSS,Xxx,field,None
spec-1929-53349-0418,BSS,2171975875451447296,128.4113,23.58476,31.93623,STAR,A0,SDSS,Xxx,field,None
spec-1932-53350-0105,BSS,2175267538403878912,132.8006,26.79099,20.85688,STAR,A0,SDSS,Xxx,field,None
spec-1932-53350-0174,BSS,2175286504979458048,132.3277,26.85323,26.62584,STAR,A0,SDSS,Xxx,field,None
spec-1932-53350-0399,BSS,2175348352508520448,131.3746,27.25917,13.83192,STAR,A0,SDSS,Xxx,field,None
spec-1932-53350-0561,BSS,2175392882729445376,133.2696,27.99926,46.32527,STAR,A0,SDSS,Xxx,field,None
spec-1932-53350-0601,BSS,2175403877845723136,133.7125,27.98252,26.64448,STAR,A0,SDSS,Xxx,field,None
spec-1933-53381-0057,BSS,2176380244691281920,134.2622,24.98563,44.25193,STAR,A0,SDSS,Xxx,field,None
spec-1933-53381-0171,BSS,2176411580772673536,133.7726,25.51678,54.04235,STAR,A0,SDSS,Xxx,field,None
spec-1933-53381-0265,BSS,2176437419295926272,132.7593,25.0006,12.14557,STAR,A0,SDSS,Xxx,field,None
spec-1934-53357-0212,BSS,2177548750271047680,134.5998,27.58662,34.76733,STAR,A0,SDSS,Xxx,field,None
spec-1934-53357-0587,BSS,2177651829486151680,136.1033,28.79594,41.07011,STAR,A0,SDSS,Xxx,field,None
spec-1935-53387-0007,BSS,2178618300710283264,137.5413,25.98197,6.92104,STAR,A0,SDSS,Xxx,field,None
spec-1935-53387-0254,BSS,2178686195553298432,135.7127,26.24516,9.005713,STAR,A0,SDSS,Xxx,field,None
spec-1935-53387-0315,BSS,2178702963105622016,135.1875,26.74318,6.90875,STAR,A0,SDSS,Xxx,field,None
spec-1935-53387-0463,BSS,2178743645035849728,136.6721,27.1752,10.73164,STAR,A0,SDSS,Xxx,field,None
spec-1935-53387-0557,BSS,2178769483559102464,137.7256,27.07903,29.52589,STAR,A0,SDSS,Xxx,field,None
spec-1939-53389-0144,BSS,2183159558644459520,142.5826,28.88235,47.27743,STAR,A0,SDSS,Xxx,field,None
spec-1939-53389-0254,BSS,2183189795214223360,141.0203,28.58285,9.988792,STAR,A0,SDSS,Xxx,field,None
spec-1940-53383-0115,BSS,2184277486991337472,142.8117,26.80819,26.40537,STAR,A0,SDSS,Xxx,field,None
spec-1940-53383-0232,BSS,2184309647706449920,141.4207,26.96441,14.7916,STAR,A0,SDSS,Xxx,field,None
spec-1941-53386-0204,BSS,2185427851082229760,141.9488,30.20233,9.70316,STAR,A0,SDSS,Xxx,field,None
spec-1942-53415-0001,BSS,2186497951260502016,145.6055,29.31791,24.10371,STAR,A0,SDSS,Xxx,field,None
spec-1942-53415-0521,BSS,2186640887772112896,144.8286,31.89691,35.85723,STAR,A0,SDSS,Xxx,field,None
spec-1946-53432-0228,BSS,2191063948457961472,146.3214,31.00724,9.914847,STAR,A0,SDSS,Xxx,field,None
spec-1946-53432-0358,BSS,2191099682585864192,145.7083,31.67159,47.98901,STAR,A0,SDSS,Xxx,field,None
spec-1947-53431-0301,BSS,2192209914435233792,146.1647,29.13509,41.21345,STAR,A0,SDSS,Xxx,field,None
spec-1947-53431-0436,BSS,2192247022952671232,146.5366,29.27736,14.76727,STAR,A0,SDSS,Xxx,field,None
spec-1947-53431-0626,BSS,2192299249754990592,148.7487,29.30986,27.42339,STAR,A0,SDSS,Xxx,field,None
spec-1948-53388-0060,BSS,2193269568045082624,150.1932,33.47979,22.36567,STAR,A0,SDSS,Xxx,field,None
spec-1948-53388-0100,BSS,2193280563161360384,150.0242,33.32317,10.95189,STAR,A0,SDSS,Xxx,field,None
spec-1948-53388-0255,BSS,2193323169236936704,148.8012,33.52181,13.98458,STAR,A0,SDSS,Xxx,field,None
spec-1948-53388-0499,BSS,2193390239446231040,148.9654,34.28881,31.45453,STAR,A0,SDSS,Xxx,field,None
spec-1949-53433-0076,BSS,2194399866753411072,150.8163,32.1015,14.91454,STAR,A0,SDSS,Xxx,field,None
spec-1949-53433-0218,BSS,2194438899416197120,149.5585,31.31867,12.90992,STAR,A0,SDSS,Xxx,field,None
spec-1949-53433-0429,BSS,2194496898654562304,148.8413,32.47596,25.75605,STAR,A0,SDSS,Xxx,field,None
spec-1950-53436-0322,BSS,2195593386675693568,148.4312,30.01941,15.36816,STAR,A0,SDSS,Xxx,field,None
spec-1950-53436-0590,BSS,2195667053954754560,150.4387,30.82929,33.44724,STAR,A0,SDSS,Xxx,field,None
spec-1952-53378-0294,BSS,2197837488934905856,150.5728,32.82492,18.1857,STAR,A0,SDSS,Xxx,field,None
spec-1952-53378-0402,BSS,2197867175748855808,151.6493,33.15549,11.38863,STAR,A0,SDSS,Xxx,field,None
spec-1956-53437-0242,BSS,2202326795900971008,153.6933,30.94518,7.604135,STAR,A0,SDSS,Xxx,field,None
spec-1956-53437-0558,BSS,2202413657319565312,155.2507,32.36868,13.36688,STAR,A0,SDSS,Xxx,field,None
spec-1956-53437-0581,BSS,2202419979511425024,155.4344,32.06884,14.12015,STAR,A0,SDSS,Xxx,field,None
spec-1956-53437-0618,BSS,2202430149993981952,156.0927,31.46288,12.99899,STAR,A0,SDSS,Xxx,field,None
spec-1959-53440-0027,BSS,2205645396921837568,158.0619,30.81667,6.29478,STAR,A0,SDSS,Xxx,field,None
spec-1959-53440-0349,BSS,2205733907607873536,156.1896,32.69508,49.62115,STAR,A0,SDSS,Xxx,field,None
spec-1960-53289-0306,BSS,2206847985231436800,321.4637,10.83881,26.12027,STAR,A0,SDSS,Xxx,field,None
spec-1960-53289-0395,BSS,2206872449365154816,321.7665,11.66617,40.54789,STAR,A0,SDSS,Xxx,field,None
spec-1960-53289-0603,BSS,2206929623969799168,323.6462,12.36157,40.74371,STAR,A0,SDSS,Xxx,field,None
spec-1961-53299-0385,BSS,2207995600660700160,322.2893,0.402243,35.65199,STAR,A0,SDSS,Xxx,field,None
spec-1961-53299-0556,BSS,2208042604782787584,323.915,0.114132,28.06079,STAR,A0,SDSS,Xxx,field,None
spec-1962-53321-0028,BSS,2209023369523862528,323.7986,10.91661,27.62945,STAR,A0,SDSS,Xxx,field,None
spec-1962-53321-0431,BSS,2209134145320360960,322.3461,12.21732,36.10767,STAR,A0,SDSS,Xxx,field,None
spec-1970-53386-0102,BSS,2218050910834157568,177.8505,39.86097,9.531061,STAR,A0,SDSS,Xxx,field,None
spec-1970-53386-0398,BSS,2218132274694612992,176.2589,40.85437,23.81102,STAR,A0,SDSS,Xxx,field,None
spec-1970-53386-0476,BSS,2218153715171354624,176.7054,40.40464,24.48769,STAR,A0,SDSS,Xxx,field,None
spec-1970-53386-0479,BSS,2218154539805075456,176.6734,40.39292,5.802447,STAR,A0,SDSS,Xxx,field,None
spec-1972-53466-0074,BSS,2220295015408625664,175.3101,38.52261,25.76501,STAR,A0,SDSS,Xxx,field,None
spec-1972-53466-0133,BSS,2220311233205135360,174.9592,39.45026,18.78789,STAR,A0,SDSS,Xxx,field,None
spec-1972-53466-0506,BSS,2220413762664425472,174.6367,40.3904,23.93144,STAR,A0,SDSS,Xxx,field,None
spec-1973-53432-0066,BSS,2221418715721787392,159.2451,36.83379,17.11045,STAR,A0,SDSS,Xxx,field,None
spec-1973-53432-0073,BSS,2221420639867136000,159.1837,36.92863,14.74092,STAR,A0,SDSS,Xxx,field,None
spec-1973-53432-0101,BSS,2221428336448530432,158.6949,36.40549,10.07884,STAR,A0,SDSS,Xxx,field,None
spec-1973-53432-0224,BSS,2221462146431084544,157.5606,36.4641,30.42171,STAR,A0,SDSS,Xxx,field,None
spec-1973-53432-0291,BSS,2221480563250849792,156.8101,36.20243,31.38483,STAR,A0,SDSS,Xxx,field,None
spec-1974-53430-0016,BSS,2222530871699728384,174.7114,31.65834,22.30353,STAR,A0,SDSS,Xxx,field,None
spec-1974-53430-0358,BSS,2222624879943903232,172.2657,32.27876,63.28851,STAR,A0,SDSS,Xxx,field,None
spec-1974-53430-0478,BSS,2222657865292736512,173.3304,31.76361,30.08878,STAR,A0,SDSS,Xxx,field,None
spec-1974-53430-0550,BSS,2222677656502036480,173.4729,32.71153,30.58032,STAR,A0,SDSS,Xxx,field,None
spec-1975-53734-0450,BSS,2223776073718458368,191.3235,32.6623,7.520456,STAR,A0,SDSS,Xxx,field,None
spec-1975-53734-0627,BSS,2223824727107987456,192.4241,32.14069,6.006437,STAR,A0,SDSS,Xxx,field,None
spec-1976-53401-0487,BSS,2224912138521044992,180.4294,40.75695,20.57065,STAR,A0,SDSS,Xxx,field,None
spec-1979-53431-0015,BSS,2228160096372811776,171.6824,31.29545,7.786483,STAR,A0,SDSS,Xxx,field,None
spec-1979-53431-0211,BSS,2228213972442572800,169.8441,31.10759,17.85589,STAR,A0,SDSS,Xxx,field,None
spec-1979-53431-0268,BSS,2228229640483268608,169.3964,30.63966,5.897359,STAR,A0,SDSS,Xxx,field,None
spec-1979-53431-0279,BSS,2228232664140244992,169.4387,30.57237,11.32369,STAR,A0,SDSS,Xxx,field,None
spec-1981-53463-0228,BSS,2230470445717547008,162.3375,30.28127,8.955267,STAR,A0,SDSS,Xxx,field,None
spec-1983-53442-0227,BSS,2232721970301003776,163.4696,33.8755,16.83338,STAR,A0,SDSS,Xxx,field,None
spec-1983-53442-0246,BSS,2232727192981235712,163.5367,33.31059,13.25172,STAR,A0,SDSS,Xxx,field,None
spec-1984-53433-0038,BSS,2233795918132439040,190.1794,40.18843,11.78567,STAR,A0,SDSS,Xxx,field,None
spec-1984-53433-0393,BSS,2233893499789404160,187.4783,40.83844,10.15736,STAR,A0,SDSS,Xxx,field,None
spec-1985-53431-0042,BSS,2234922917517355008,192.1844,39.15957,30.65585,STAR,A0,SDSS,Xxx,field,None
spec-1985-53431-0206,BSS,2234967997494093824,191.1596,39.60504,35.26071,STAR,A0,SDSS,Xxx,field,None
spec-1986-53475-0051,BSS,2236051292063557632,186.9648,39.21581,24.30213,STAR,A0,SDSS,Xxx,field,None
spec-1987-53765-0448,BSS,2237286323364849664,192.4752,34.68166,12.11494,STAR,A0,SDSS,Xxx,field,None
spec-1987-53765-0603,BSS,2237328929440425984,193.7683,34.70962,41.34088,STAR,A0,SDSS,Xxx,field,None
spec-1990-53472-0401,BSS,2240651098908026880,165.0877,30.97565,25.46346,STAR,A0,SDSS,Xxx,field,None
spec-1992-53466-0503,BSS,2242930936167557120,187.7148,38.79945,20.86966,STAR,A0,SDSS,Xxx,field,None
spec-1996-53436-0620,BSS,2247466696006723584,172.8524,40.527,9.553422,STAR,A0,SDSS,Xxx,field,None
spec-1997-53442-0385,BSS,2248527999706097664,175.0596,38.3956,8.760893,STAR,A0,SDSS,Xxx,field,None
spec-1997-53442-0531,BSS,2248568131880511488,176.6854,38.58599,44.17154,STAR,A0,SDSS,Xxx,field,None
spec-1998-53433-0470,BSS,2249677264084035584,160.3038,37.91116,19.38835,STAR,A0,SDSS,Xxx,field,None
